LAD20NM,Group Name
St Albans,"['Industrial units' 'Administrative centres ' 'Science and business parks'
 'Low density wholesale and retail' 'Multiethnic urban high streets'
 'Eat, drink and be merry' 'Big city life'
 'Public administration and security' 'Large scale education'
 'Business parks' 'Healthcare and public administration'
 'Professional home-workers in outer suburbs' 'Regional business centres'
 'Shop until you drop' 'Metro suburban distribution industries'
 'Independent professional metro services' 'Primarily residential suburbs'
 'Accessible countryside' 'Traditional countryside'
 'Teachers and carers in metro suburbs' 'Rural with mining or quarrying'
 'Self-employed tradespeople in multicultural metro suburbs']"
St. Helens,"['Traditional high streets' 'Large scale education'
 'Low density wholesale and retail' 'Manufacturing, energy and utilities'
 'Regional business centres' 'Mining and quarrying facilities'
 'Public administration and security' 'Science and business parks'
 'Market squares' 'Multiethnic urban high streets' 'Business parks'
 'Industrial units' 'Town fringe countryside ' 'Accessible countryside'
 'Non-metropolitan suburban areas' 'Traditional countryside'
 'Primarily residential suburbs' 'Healthcare and public administration']"
Stafford,"['Public administration and security' 'Low density wholesale and retail'
 'Accessible countryside' 'Business parks' 'Large scale education'
 'Traditional high streets' 'Eat, drink and be merry'
 'Healthcare and public administration' 'Rural with mining or quarrying'
 'Manufacturing, energy and utilities' 'Mining and quarrying facilities'
 'Market squares' 'Administrative centres '
 'Multiethnic urban high streets' 'Traditional countryside'
 'Town fringe countryside ' 'Non-metropolitan suburban areas'
 'Primarily residential suburbs' 'Industrial units']"
Staffordshire Moorlands,"['Low density wholesale and retail' 'Traditional high streets'
 'Market squares' 'Public administration and security'
 'Manufacturing, energy and utilities' 'Large scale education'
 'Rural with mining or quarrying' 'Town fringe countryside '
 'Traditional countryside' 'Non-metropolitan suburban areas'
 'Primarily residential suburbs' 'Accessible countryside'
 'Mining and quarrying facilities']"
Stevenage,"['Healthcare and public administration' 'Shop until you drop'
 'Big city life' 'Science and business parks'
 'Multiethnic urban high streets' 'Public administration and security'
 'Traditional high streets' 'Business parks' 'Industrial units'
 'Low density wholesale and retail' 'Regional business centres'
 'Large scale education' 'Administrative centres '
 'Professional home-workers in outer suburbs'
 'Self-employed tradespeople in multicultural metro suburbs'
 'Metro suburban distribution industries' 'Primarily residential suburbs'
 'Non-metropolitan suburban areas' 'Teachers and carers in metro suburbs']"
Stockport,"['Industrial units' 'Mining and quarrying facilities'
 'Manufacturing, energy and utilities' 'Business parks'
 'Shop until you drop' 'Science and business parks'
 'Multiethnic urban high streets' 'Public administration and security'
 'Regional business centres' 'Low density wholesale and retail'
 'Eat, drink and be merry' 'Traditional high streets'
 'Healthcare and public administration' 'Market squares'
 'Non-metropolitan suburban areas' 'Primarily residential suburbs'
 'Large scale education' 'Traditional countryside'
 'Professional home-workers in outer suburbs'
 'Teachers and carers in metro suburbs' 'Rural with mining or quarrying'
 'Metro suburban distribution industries' 'Town fringe countryside '
 'Accessible countryside']"
Stockton-on-Tees,"['Manufacturing, energy and utilities' 'Mining and quarrying facilities'
 'Healthcare and public administration' 'Low density wholesale and retail'
 'Business parks' 'Traditional high streets' 'Eat, drink and be merry'
 'Public administration and security' 'Large scale education'
 'Regional business centres' 'Market squares'
 'Rural with mining or quarrying' 'Non-metropolitan suburban areas'
 'Primarily residential suburbs' 'Metro suburban distribution industries'
 'Industrial units' 'Traditional countryside']"
Stoke-on-Trent,"['Manufacturing, energy and utilities' 'Mining and quarrying facilities'
 'Industrial units' 'Business parks' 'Public administration and security'
 'Healthcare and public administration' 'Multiethnic urban high streets'
 'Market squares' 'Low density wholesale and retail' 'Shop until you drop'
 'Traditional high streets' 'Regional business centres'
 'Eat, drink and be merry' 'Big city life' 'Large scale education'
 'Primarily residential suburbs' 'Non-metropolitan suburban areas'
 'Accessible countryside' 'Rural with mining or quarrying'
 'Traditional countryside' 'Metro suburban distribution industries'
 'Teachers and carers in metro suburbs' 'Town fringe countryside ']"
Stratford-on-Avon,"['Large scale education' 'Business parks'
 'Manufacturing, energy and utilities' 'Mining and quarrying facilities'
 'Accessible countryside' 'Regional business centres' 'Industrial units'
 'Town fringe countryside ' 'Professional home-workers in outer suburbs'
 'Eat, drink and be merry' 'Healthcare and public administration'
 'Traditional high streets' 'Public administration and security'
 'Shop until you drop' 'Science and business parks'
 'Traditional countryside' 'Rural with mining or quarrying'
 'Primarily residential suburbs' 'Non-metropolitan suburban areas'
 'Market squares' 'Multiethnic urban high streets'
 'Low density wholesale and retail']"
Stroud,"['Mining and quarrying facilities' 'Public administration and security'
 'Business parks' 'Market squares' 'Eat, drink and be merry'
 'Low density wholesale and retail' 'Traditional high streets'
 'Non-metropolitan suburban areas' 'Large scale education'
 'Healthcare and public administration'
 'Manufacturing, energy and utilities' 'Rural with mining or quarrying'
 'Accessible countryside' 'Industrial units' 'Traditional countryside'
 'Town fringe countryside ' 'Primarily residential suburbs']"
Sunderland,"['Public administration and security' 'Business parks'
 'Traditional high streets' 'Low density wholesale and retail'
 'Manufacturing, energy and utilities'
 'Healthcare and public administration' 'Mining and quarrying facilities'
 'Large scale education' 'Industrial units' 'Science and business parks'
 'Multiethnic urban high streets' 'Eat, drink and be merry'
 'Market squares' 'Non-metropolitan suburban areas'
 'Primarily residential suburbs' 'Rural with mining or quarrying'
 'Metro suburban distribution industries'
 'Teachers and carers in metro suburbs' 'Town fringe countryside ']"
Surrey Heath,"['Eat, drink and be merry' 'Science and business parks'
 'Accessible countryside' 'Regional business centres' 'Industrial units'
 'Healthcare and public administration' 'Business parks'
 'Traditional high streets' 'Shop until you drop'
 'Public administration and security' 'Traditional countryside'
 'Rural with mining or quarrying' 'Primarily residential suburbs'
 'Metro suburban distribution industries'
 'Professional home-workers in outer suburbs' 'Large scale education'
 'Market squares'
 'Self-employed tradespeople in multicultural metro suburbs'
 'Mining and quarrying facilities' 'Teachers and carers in metro suburbs'
 'Multiethnic urban high streets']"
Sutton,"['Industrial units' 'Science and business parks' 'Big city life'
 'Administrative centres ' 'Healthcare and public administration'
 'Eat, drink and be merry' 'Multiethnic urban high streets'
 'Shop until you drop' 'Global business'
 'Teachers and carers in metro suburbs'
 'Public administration and security' 'Regional business centres'
 'Metro suburban distribution industries'
 'Self-employed tradespeople in multicultural metro suburbs'
 'Professional home-workers in outer suburbs' 'Large scale education'
 'Non-metropolitan suburban areas' 'Primarily residential suburbs'
 'Independent professional metro services' 'Accessible countryside']"
Swale,"['Market squares' 'Healthcare and public administration'
 'Traditional high streets' 'Business parks'
 'Manufacturing, energy and utilities' 'Mining and quarrying facilities'
 'Town fringe countryside ' 'Public administration and security'
 'Shop until you drop' 'Low density wholesale and retail'
 'Accessible countryside' 'Science and business parks' 'Industrial units'
 'Non-metropolitan suburban areas' 'Primarily residential suburbs'
 'Traditional countryside' 'Rural with mining or quarrying'
 'Large scale education']"
Swindon,"['Manufacturing, energy and utilities' 'Industrial units'
 'Public administration and security' 'Business parks'
 'Low density wholesale and retail' 'Shop until you drop'
 'Regional business centres' 'Mining and quarrying facilities'
 'Multiethnic urban high streets' 'Metro suburban distribution industries'
 'Traditional high streets' 'Eat, drink and be merry'
 'Healthcare and public administration' 'Science and business parks'
 'Non-metropolitan suburban areas' 'Rural with mining or quarrying'
 'Accessible countryside' 'Traditional countryside'
 'Primarily residential suburbs' 'Large scale education'
 'Self-employed tradespeople in multicultural metro suburbs'
 'Professional home-workers in outer suburbs'
 'Teachers and carers in metro suburbs']"
Tameside,"['Large scale education' 'Business parks' 'Multiethnic urban high streets'
 'Industrial units' 'Low density wholesale and retail'
 'Manufacturing, energy and utilities'
 'Public administration and security' 'Traditional high streets'
 'Healthcare and public administration' 'Eat, drink and be merry'
 'Mining and quarrying facilities'
 'Metro suburban distribution industries' 'Accessible countryside'
 'Market squares' 'Town fringe countryside '
 'Primarily residential suburbs' 'Non-metropolitan suburban areas'
 'Professional home-workers in outer suburbs'
 'Teachers and carers in metro suburbs' 'Traditional countryside'
 'Rural with mining or quarrying']"
Tamworth,"['Business parks' 'Market squares' 'Eat, drink and be merry'
 'Traditional high streets' 'Healthcare and public administration'
 'Low density wholesale and retail' 'Industrial units'
 'Primarily residential suburbs' 'Public administration and security'
 'Multiethnic urban high streets' 'Manufacturing, energy and utilities'
 'Mining and quarrying facilities' 'Traditional countryside'
 'Non-metropolitan suburban areas' 'Large scale education']"
Tandridge,"['Rural with mining or quarrying' 'Accessible countryside'
 'Business parks' 'Large scale education' 'Eat, drink and be merry'
 'Shop until you drop' 'Science and business parks'
 'Public administration and security' 'Traditional high streets'
 'Market squares' 'Metro suburban distribution industries'
 'Professional home-workers in outer suburbs'
 'Primarily residential suburbs' 'Teachers and carers in metro suburbs'
 'Self-employed tradespeople in multicultural metro suburbs'
 'Traditional countryside' 'Low density wholesale and retail']"
Teignbridge,"['Large scale education' 'Mining and quarrying facilities'
 'Manufacturing, energy and utilities' 'Business parks'
 'Public administration and security' 'Low density wholesale and retail'
 'Market squares' 'Rural with mining or quarrying'
 'Town fringe countryside ' 'Traditional countryside'
 'Accessible countryside' 'Primarily residential suburbs'
 'Non-metropolitan suburban areas']"
Telford and Wrekin,"['Healthcare and public administration' 'Accessible countryside'
 'Manufacturing, energy and utilities' 'Large scale education'
 'Industrial units' 'Business parks' 'Multiethnic urban high streets'
 'Market squares' 'Eat, drink and be merry' 'Science and business parks'
 'Low density wholesale and retail' 'Shop until you drop'
 'Public administration and security' 'Regional business centres'
 'Mining and quarrying facilities' 'Traditional high streets'
 'Town fringe countryside ' 'Rural with mining or quarrying'
 'Traditional countryside' 'Non-metropolitan suburban areas'
 'Primarily residential suburbs' 'Teachers and carers in metro suburbs']"
Tendring,"['Town fringe countryside ' 'Rural with mining or quarrying'
 'Manufacturing, energy and utilities' 'Market squares'
 'Accessible countryside' 'Traditional high streets'
 'Public administration and security' 'Low density wholesale and retail'
 'Non-metropolitan suburban areas' 'Business parks'
 'Large scale education' 'Traditional countryside'
 'Primarily residential suburbs' 'Healthcare and public administration']"
Test Valley,"['Public administration and security' 'Traditional high streets'
 'Eat, drink and be merry' 'Market squares'
 'Manufacturing, energy and utilities' 'Accessible countryside'
 'Science and business parks' 'Business parks'
 'Mining and quarrying facilities' 'Industrial units'
 'Large scale education' 'Rural with mining or quarrying'
 'Low density wholesale and retail' 'Traditional countryside'
 'Non-metropolitan suburban areas' 'Primarily residential suburbs'
 'Town fringe countryside ' 'Healthcare and public administration'
 'Professional home-workers in outer suburbs']"
Tewkesbury,"['Public administration and security'
 'Manufacturing, energy and utilities' 'Industrial units' 'Business parks'
 'Regional business centres' 'Accessible countryside'
 'Science and business parks' 'Mining and quarrying facilities'
 'Large scale education' 'Non-metropolitan suburban areas'
 'Market squares' 'Traditional countryside'
 'Primarily residential suburbs' 'Town fringe countryside '
 'Rural with mining or quarrying']"
Thanet,"['Market squares' 'Traditional high streets' 'Eat, drink and be merry'
 'Public administration and security' 'Large scale education'
 'Manufacturing, energy and utilities' 'Low density wholesale and retail'
 'Healthcare and public administration' 'Industrial units'
 'Teachers and carers in metro suburbs'
 'Metro suburban distribution industries'
 'Non-metropolitan suburban areas' 'Town fringe countryside '
 'Traditional countryside' 'Primarily residential suburbs'
 'Multiethnic urban high streets' 'Accessible countryside'
 'Business parks' 'Rural with mining or quarrying']"
Three Rivers,"['Science and business parks' 'Global business' 'Large scale education'
 'Business parks' 'Administrative centres ' 'Industrial units'
 'Teachers and carers in metro suburbs'
 'Metro suburban distribution industries' 'Multiethnic urban high streets'
 'Eat, drink and be merry' 'Accessible countryside'
 'Primarily residential suburbs' 'Traditional countryside'
 'Professional home-workers in outer suburbs'
 'Self-employed tradespeople in multicultural metro suburbs'
 'Independent professional metro services']"
Thurrock,"['Business parks' 'Manufacturing, energy and utilities'
 'Mining and quarrying facilities' 'Shop until you drop'
 'Healthcare and public administration' 'Multiethnic urban high streets'
 'Low density wholesale and retail' 'Traditional high streets'
 'Industrial units' 'Primarily residential suburbs'
 'Traditional countryside' 'Non-metropolitan suburban areas'
 'Accessible countryside' 'Rural with mining or quarrying'
 'Professional home-workers in outer suburbs'
 'Metro suburban distribution industries'
 'Self-employed tradespeople in multicultural metro suburbs'
 'Teachers and carers in metro suburbs' 'Large scale education']"
Tonbridge and Malling,"['Healthcare and public administration' 'Mining and quarrying facilities'
 'Primarily residential suburbs' 'Public administration and security'
 'Manufacturing, energy and utilities' 'Traditional high streets'
 'Eat, drink and be merry' 'Large scale education'
 'Accessible countryside' 'Non-metropolitan suburban areas'
 'Low density wholesale and retail' 'Business parks' 'Market squares'
 'Science and business parks' 'Regional business centres'
 'Teachers and carers in metro suburbs' 'Rural with mining or quarrying'
 'Industrial units' 'Town fringe countryside ' 'Traditional countryside']"
Torbay,"['Market squares' 'Manufacturing, energy and utilities'
 'Mining and quarrying facilities' 'Large scale education'
 'Rural with mining or quarrying' 'Traditional high streets'
 'Low density wholesale and retail' 'Public administration and security'
 'Healthcare and public administration' 'Eat, drink and be merry'
 'Traditional countryside' 'Non-metropolitan suburban areas'
 'Primarily residential suburbs' 'Town fringe countryside ']"
Torridge,"['Town fringe countryside ' 'Market squares' 'Traditional high streets'
 'Public administration and security'
 'Manufacturing, energy and utilities' 'Low density wholesale and retail'
 'Traditional countryside' 'Non-metropolitan suburban areas'
 'Rural with mining or quarrying' 'Large scale education']"
Tower Hamlets,"['Metro suburban distribution industries' 'Big city life'
 'Global business' 'Administrative centres '
 'Independent professional metro services' 'Science and business parks'
 'Industrial units' 'Teachers and carers in metro suburbs'
 'Self-employed tradespeople in multicultural metro suburbs']"
Trafford,"['Healthcare and public administration' 'Multiethnic urban high streets'
 'Low density wholesale and retail' 'Public administration and security'
 'Eat, drink and be merry' 'Regional business centres' 'Big city life'
 'Shop until you drop' 'Large scale education' 'Business parks'
 'Science and business parks' 'Industrial units'
 'Mining and quarrying facilities' 'Manufacturing, energy and utilities'
 'Teachers and carers in metro suburbs' 'Administrative centres '
 'Traditional high streets' 'Metro suburban distribution industries'
 'Self-employed tradespeople in multicultural metro suburbs'
 'Primarily residential suburbs'
 'Professional home-workers in outer suburbs'
 'Rural with mining or quarrying' 'Non-metropolitan suburban areas'
 'Accessible countryside' 'Traditional countryside']"
Tunbridge Wells,"['Large scale education' 'Regional business centres'
 'Public administration and security' 'Accessible countryside'
 'Town fringe countryside ' 'Industrial units' 'Eat, drink and be merry'
 'Science and business parks' 'Traditional high streets'
 'Shop until you drop' 'Healthcare and public administration'
 'Metro suburban distribution industries'
 'Low density wholesale and retail'
 'Professional home-workers in outer suburbs' 'Administrative centres '
 'Traditional countryside' 'Market squares'
 'Primarily residential suburbs' 'Rural with mining or quarrying'
 'Manufacturing, energy and utilities' 'Non-metropolitan suburban areas'
 'Business parks']"
Uttlesford,"['Manufacturing, energy and utilities'
 'Public administration and security' 'Large scale education'
 'Eat, drink and be merry' 'Market squares' 'Traditional high streets'
 'Accessible countryside' 'Big city life' 'Business parks'
 'Science and business parks' 'Industrial units'
 'Professional home-workers in outer suburbs'
 'Primarily residential suburbs' 'Low density wholesale and retail'
 'Traditional countryside' 'Rural with mining or quarrying'
 'Town fringe countryside ' 'Metro suburban distribution industries'
 'Non-metropolitan suburban areas']"
Vale of White Horse,"['Eat, drink and be merry' 'Traditional high streets'
 'Multiethnic urban high streets' 'Science and business parks'
 'Healthcare and public administration' 'Business parks'
 'Low density wholesale and retail' 'Mining and quarrying facilities'
 'Public administration and security' 'Large scale education'
 'Administrative centres ' 'Regional business centres'
 'Manufacturing, energy and utilities' 'Rural with mining or quarrying'
 'Market squares' 'Accessible countryside' 'Primarily residential suburbs'
 'Professional home-workers in outer suburbs'
 'Non-metropolitan suburban areas' 'Teachers and carers in metro suburbs'
 'Traditional countryside' 'Town fringe countryside ']"
Wakefield,"['Low density wholesale and retail' 'Mining and quarrying facilities'
 'Manufacturing, energy and utilities' 'Business parks' 'Industrial units'
 'Traditional high streets' 'Public administration and security'
 'Market squares' 'Rural with mining or quarrying' 'Large scale education'
 'Multiethnic urban high streets' 'Healthcare and public administration'
 'Shop until you drop' 'Regional business centres'
 'Eat, drink and be merry' 'Big city life'
 'Non-metropolitan suburban areas' 'Town fringe countryside '
 'Primarily residential suburbs' 'Accessible countryside'
 'Teachers and carers in metro suburbs'
 'Metro suburban distribution industries'
 'Professional home-workers in outer suburbs'
 'Self-employed tradespeople in multicultural metro suburbs'
 'Traditional countryside']"
Walsall,"['Eat, drink and be merry' 'Multiethnic urban high streets'
 'Business parks' 'Manufacturing, energy and utilities'
 'Low density wholesale and retail' 'Industrial units'
 'Healthcare and public administration' 'Traditional high streets'
 'Mining and quarrying facilities' 'Shop until you drop'
 'Regional business centres' 'Large scale education'
 'Public administration and security' 'Science and business parks'
 'Primarily residential suburbs' 'Non-metropolitan suburban areas'
 'Teachers and carers in metro suburbs'
 'Metro suburban distribution industries'
 'Professional home-workers in outer suburbs' 'Accessible countryside'
 'Self-employed tradespeople in multicultural metro suburbs']"
Waltham Forest,"['Administrative centres ' 'Big city life' 'Shop until you drop'
 'Metro suburban distribution industries' 'Industrial units'
 'Healthcare and public administration'
 'Teachers and carers in metro suburbs'
 'Self-employed tradespeople in multicultural metro suburbs'
 'Professional home-workers in outer suburbs'
 'Multiethnic urban high streets'
 'Independent professional metro services']"
Wandsworth,"['Big city life' 'Shop until you drop'
 'Metro suburban distribution industries' 'Industrial units'
 'Global business' 'Administrative centres '
 'Teachers and carers in metro suburbs' 'Multiethnic urban high streets'
 'Science and business parks' 'Independent professional metro services'
 'Self-employed tradespeople in multicultural metro suburbs'
 'Professional home-workers in outer suburbs']"
Warrington,"['Mining and quarrying facilities' 'Public administration and security'
 'Manufacturing, energy and utilities' 'Business parks'
 'Low density wholesale and retail' 'Eat, drink and be merry'
 'Industrial units' 'Science and business parks'
 'Regional business centres' 'Large scale education' 'Market squares'
 'Healthcare and public administration' 'Multiethnic urban high streets'
 'Traditional high streets' 'Rural with mining or quarrying'
 'Town fringe countryside ' 'Accessible countryside'
 'Primarily residential suburbs' 'Traditional countryside'
 'Non-metropolitan suburban areas']"
Warwick,"['Eat, drink and be merry' 'Market squares' 'Accessible countryside'
 'Industrial units' 'Science and business parks'
 'Regional business centres' 'Administrative centres '
 'Public administration and security'
 'Healthcare and public administration' 'Shop until you drop'
 'Large scale education' 'Business parks' 'Big city life'
 'Multiethnic urban high streets' 'Primarily residential suburbs'
 'Professional home-workers in outer suburbs' 'Traditional countryside'
 'Rural with mining or quarrying' 'Non-metropolitan suburban areas'
 'Metro suburban distribution industries'
 'Teachers and carers in metro suburbs'
 'Manufacturing, energy and utilities' 'Low density wholesale and retail']"
Watford,"['Shop until you drop' 'Regional business centres'
 'Administrative centres ' 'Global business'
 'Teachers and carers in metro suburbs' 'Big city life'
 'Science and business parks' 'Multiethnic urban high streets'
 'Metro suburban distribution industries' 'Industrial units'
 'Healthcare and public administration' 'Business parks'
 'Self-employed tradespeople in multicultural metro suburbs'
 'Professional home-workers in outer suburbs'
 'Independent professional metro services' 'Large scale education']"
Waverley,"['Market squares' 'Traditional high streets' 'Accessible countryside'
 'Science and business parks' 'Large scale education'
 'Eat, drink and be merry' 'Manufacturing, energy and utilities'
 'Public administration and security' 'Shop until you drop'
 'Healthcare and public administration' 'Business parks'
 'Regional business centres' 'Low density wholesale and retail'
 'Multiethnic urban high streets'
 'Professional home-workers in outer suburbs'
 'Primarily residential suburbs' 'Rural with mining or quarrying'
 'Non-metropolitan suburban areas' 'Traditional countryside'
 'Town fringe countryside ' 'Teachers and carers in metro suburbs']"
Wealden,"['Public administration and security' 'Low density wholesale and retail'
 'Accessible countryside' 'Traditional high streets'
 'Healthcare and public administration'
 'Manufacturing, energy and utilities' 'Market squares'
 'Traditional countryside' 'Business parks' 'Large scale education'
 'Rural with mining or quarrying' 'Primarily residential suburbs'
 'Non-metropolitan suburban areas' 'Town fringe countryside '
 'Industrial units']"
Wellingborough,"['Healthcare and public administration' 'Industrial units'
 'Public administration and security' 'Mining and quarrying facilities'
 'Manufacturing, energy and utilities' 'Business parks'
 'Multiethnic urban high streets' 'Shop until you drop'
 'Traditional high streets' 'Rural with mining or quarrying'
 'Traditional countryside' 'Accessible countryside'
 'Self-employed tradespeople in multicultural metro suburbs'
 'Teachers and carers in metro suburbs'
 'Professional home-workers in outer suburbs'
 'Metro suburban distribution industries'
 'Non-metropolitan suburban areas' 'Primarily residential suburbs'
 'Large scale education' 'Town fringe countryside ']"
Welwyn Hatfield,"['Science and business parks' 'Business parks' 'Industrial units'
 'Big city life' 'Regional business centres' 'Eat, drink and be merry'
 'Shop until you drop' 'Public administration and security'
 'Administrative centres ' 'Multiethnic urban high streets'
 'Healthcare and public administration' 'Mining and quarrying facilities'
 'Accessible countryside' 'Traditional countryside'
 'Large scale education' 'Primarily residential suburbs'
 'Professional home-workers in outer suburbs'
 'Self-employed tradespeople in multicultural metro suburbs'
 'Teachers and carers in metro suburbs'
 'Metro suburban distribution industries']"
West Berkshire,"['Accessible countryside' 'Mining and quarrying facilities'
 'Business parks' 'Multiethnic urban high streets'
 'Public administration and security' 'Large scale education'
 'Science and business parks' 'Low density wholesale and retail'
 'Rural with mining or quarrying' 'Eat, drink and be merry'
 'Traditional high streets' 'Market squares' 'Industrial units'
 'Healthcare and public administration' 'Regional business centres'
 'Manufacturing, energy and utilities'
 'Professional home-workers in outer suburbs' 'Traditional countryside'
 'Primarily residential suburbs' 'Non-metropolitan suburban areas'
 'Metro suburban distribution industries']"
West Devon,"['Rural with mining or quarrying' 'Town fringe countryside '
 'Manufacturing, energy and utilities' 'Market squares'
 'Large scale education' 'Low density wholesale and retail'
 'Traditional high streets' 'Traditional countryside'
 'Non-metropolitan suburban areas' 'Mining and quarrying facilities'
 'Accessible countryside' 'Public administration and security']"
West Lancashire,"['Manufacturing, energy and utilities' 'Traditional high streets'
 'Public administration and security'
 'Healthcare and public administration' 'Low density wholesale and retail'
 'Business parks' 'Accessible countryside' 'Eat, drink and be merry'
 'Large scale education' 'Mining and quarrying facilities'
 'Town fringe countryside ' 'Industrial units' 'Traditional countryside'
 'Primarily residential suburbs' 'Non-metropolitan suburban areas'
 'Rural with mining or quarrying']"
West Lindsey,"['Low density wholesale and retail' 'Manufacturing, energy and utilities'
 'Market squares' 'Public administration and security'
 'Traditional high streets' 'Large scale education'
 'Rural with mining or quarrying' 'Town fringe countryside '
 'Accessible countryside' 'Traditional countryside'
 'Non-metropolitan suburban areas' 'Healthcare and public administration'
 'Mining and quarrying facilities']"
West Oxfordshire,"['Large scale education' 'Market squares' 'Industrial units'
 'Mining and quarrying facilities' 'Accessible countryside'
 'Business parks' 'Science and business parks' 'Traditional high streets'
 'Manufacturing, energy and utilities' 'Eat, drink and be merry'
 'Rural with mining or quarrying' 'Non-metropolitan suburban areas'
 'Traditional countryside' 'Primarily residential suburbs'
 'Public administration and security' 'Town fringe countryside '
 'Healthcare and public administration'
 'Professional home-workers in outer suburbs']"
West Suffolk,"['Eat, drink and be merry' 'Market squares' 'Accessible countryside'
 'Low density wholesale and retail' 'Manufacturing, energy and utilities'
 'Mining and quarrying facilities' 'Healthcare and public administration'
 'Business parks' 'Industrial units' 'Public administration and security'
 'Traditional high streets' 'Large scale education'
 'Regional business centres' 'Rural with mining or quarrying'
 'Non-metropolitan suburban areas' 'Primarily residential suburbs'
 'Town fringe countryside ' 'Traditional countryside'
 'Metro suburban distribution industries']"
Westminster,"['Big city life' 'Global business' 'Administrative centres '
 'Science and business parks' 'Metro suburban distribution industries'
 'Independent professional metro services'
 'Teachers and carers in metro suburbs']"
Wigan,"['Market squares' 'Large scale education'
 'Mining and quarrying facilities' 'Industrial units'
 'Public administration and security' 'Low density wholesale and retail'
 'Manufacturing, energy and utilities' 'Traditional high streets'
 'Business parks' 'Healthcare and public administration'
 'Eat, drink and be merry' 'Multiethnic urban high streets'
 'Science and business parks' 'Traditional countryside'
 'Rural with mining or quarrying' 'Non-metropolitan suburban areas'
 'Town fringe countryside ' 'Primarily residential suburbs'
 'Teachers and carers in metro suburbs']"
Wiltshire,"['Manufacturing, energy and utilities' 'Market squares'
 'Traditional high streets' 'Public administration and security'
 'Business parks' 'Low density wholesale and retail'
 'Large scale education' 'Mining and quarrying facilities'
 'Rural with mining or quarrying' 'Accessible countryside'
 'Non-metropolitan suburban areas' 'Healthcare and public administration'
 'Industrial units' 'Regional business centres' 'Shop until you drop'
 'Eat, drink and be merry' 'Town fringe countryside '
 'Traditional countryside' 'Primarily residential suburbs'
 'Teachers and carers in metro suburbs']"
Winchester,"['Market squares' 'Public administration and security'
 'Accessible countryside' 'Healthcare and public administration'
 'Rural with mining or quarrying' 'Mining and quarrying facilities'
 'Regional business centres' 'Shop until you drop'
 'Traditional high streets' 'Business parks'
 'Low density wholesale and retail' 'Manufacturing, energy and utilities'
 'Eat, drink and be merry' 'Large scale education'
 'Science and business parks' 'Traditional countryside'
 'Primarily residential suburbs' 'Non-metropolitan suburban areas'
 'Professional home-workers in outer suburbs' 'Town fringe countryside ']"
Windsor and Maidenhead,"['Professional home-workers in outer suburbs'
 'Metro suburban distribution industries' 'Science and business parks'
 'Eat, drink and be merry' 'Industrial units' 'Business parks'
 'Accessible countryside' 'Independent professional metro services'
 'Global business' 'Shop until you drop' 'Big city life'
 'Public administration and security' 'Regional business centres'
 'Large scale education' 'Rural with mining or quarrying'
 'Teachers and carers in metro suburbs' 'Multiethnic urban high streets'
 'Administrative centres ' 'Healthcare and public administration'
 'Self-employed tradespeople in multicultural metro suburbs'
 'Primarily residential suburbs' 'Non-metropolitan suburban areas'
 'Traditional countryside']"
Wirral,"['Manufacturing, energy and utilities' 'Large scale education'
 'Public administration and security' 'Low density wholesale and retail'
 'Traditional high streets' 'Healthcare and public administration'
 'Market squares' 'Business parks' 'Mining and quarrying facilities'
 'Eat, drink and be merry' 'Non-metropolitan suburban areas'
 'Primarily residential suburbs' 'Rural with mining or quarrying'
 'Traditional countryside' 'Town fringe countryside '
 'Accessible countryside']"
Woking,"['Business parks' 'Industrial units'
 'Professional home-workers in outer suburbs'
 'Multiethnic urban high streets' 'Shop until you drop' 'Big city life'
 'Regional business centres' 'Science and business parks'
 'Eat, drink and be merry' 'Global business'
 'Primarily residential suburbs' 'Accessible countryside'
 'Healthcare and public administration'
 'Metro suburban distribution industries'
 'Self-employed tradespeople in multicultural metro suburbs'
 'Teachers and carers in metro suburbs' 'Traditional countryside'
 'Large scale education' 'Non-metropolitan suburban areas'
 'Rural with mining or quarrying']"
Wokingham,"['Global business' 'Science and business parks' 'Industrial units'
 'Multiethnic urban high streets' 'Traditional high streets'
 'Healthcare and public administration' 'Business parks'
 'Accessible countryside' 'Shop until you drop' 'Large scale education'
 'Eat, drink and be merry' 'Regional business centres'
 'Low density wholesale and retail'
 'Professional home-workers in outer suburbs'
 'Non-metropolitan suburban areas' 'Primarily residential suburbs'
 'Teachers and carers in metro suburbs'
 'Self-employed tradespeople in multicultural metro suburbs'
 'Independent professional metro services'
 'Public administration and security' 'Administrative centres '
 'Rural with mining or quarrying' 'Traditional countryside'
 'Town fringe countryside ']"
Wolverhampton,"['Multiethnic urban high streets' 'Industrial units'
 'Healthcare and public administration' 'Business parks'
 'Science and business parks' 'Manufacturing, energy and utilities'
 'Mining and quarrying facilities' 'Regional business centres'
 'Large scale education' 'Administrative centres ' 'Big city life'
 'Shop until you drop' 'Eat, drink and be merry'
 'Public administration and security' 'Traditional countryside'
 'Teachers and carers in metro suburbs'
 'Self-employed tradespeople in multicultural metro suburbs'
 'Primarily residential suburbs' 'Non-metropolitan suburban areas'
 'Metro suburban distribution industries'
 'Professional home-workers in outer suburbs']"
